pet_id,issue_date,listing_date,condition,color_type,length(m),height(cm),X1,X2,breed_category,pet_category,days_stayed,total_days_stayed,total_hours_stayed,condition_is_missing
ANSL_62938,2015-07-03 00:00:00,2017-07-23 16:25:00,1.0,Black,0.23,40.19,0,7,0.0,1,751 days 16:25:00.000000000,751,16.42,0
ANSL_75699,2004-03-25 00:00:00,2019-04-15 18:05:00,0.0,Brown,0.33,43.91,0,1,1.0,2,5499 days 18:05:00.000000000,5499,18.08,0
ANSL_64790,2016-07-27 00:00:00,2017-08-17 15:39:00,0.0,Black,0.59,17.09,13,9,1.0,2,386 days 15:39:00.000000000,386,15.65,0
ANSL_50574,2016-07-30 00:00:00,2018-01-20 13:45:00,0.0,Black,0.51,17.9,13,9,1.0,2,539 days 13:45:00.000000000,539,13.75,0
ANSL_61015,2016-07-12 00:00:00,2016-10-17 18:32:00,0.0,Black,0.59,42.16,0,1,1.0,2,97 days 18:32:00.000000000,97,18.53,0
ANSL_65520,2018-09-14 00:00:00,2018-10-25 18:54:00,2.0,Brown Tabby,0.0,49.78,13,9,0.0,1,41 days 18:54:00.000000000,41,18.9,0
ANSL_52889,2018-11-06 00:00:00,2019-04-02 16:39:00,0.0,White,0.7,7.09,0,1,1.0,1,147 days 16:39:00.000000000,147,16.65,0
ANSL_53101,2000-03-21 00:00:00,2018-12-25 11:51:00,1.0,Black,0.12,12.56,0,7,0.0,2,6853 days 11:51:00.000000000,6853,11.85,0
ANSL_64683,2017-08-03 00:00:00,2017-11-23 12:25:00,1.0,Orange Tabby,0.41,43.39,13,9,0.0,1,112 days 12:25:00.000000000,112,12.42,0
ANSL_50369,2016-06-30 00:00:00,2016-09-30 16:46:00,0.0,Tortie,0.12,45.54,12,1,1.0,1,92 days 16:46:00.000000000,92,16.77,0
ANSL_72310,2016-11-15 00:00:00,2017-09-13 14:19:00,2.0,White,0.36,42.43,13,9,1.0,2,302 days 14:19:00.000000000,302,14.32,0
ANSL_55268,2017-11-23 00:00:00,2018-03-07 12:03:00,0.0,Torbie,0.04,42.04,0,1,1.0,1,104 days 12:03:00.000000000,104,12.05,0
ANSL_64254,2016-06-09 00:00:00,2016-11-30 15:11:00,-1.0,Black,0.97,20.9,15,4,2.0,4,174 days 15:11:00.000000000,174,15.18,1
ANSL_69644,2011-06-20 00:00:00,2016-07-17 15:16:00,1.0,Orange Tabby,0.09,17.61,13,9,0.0,1,1854 days 15:16:00.000000000,1854,15.27,0
ANSL_60845,2016-08-21 00:00:00,2016-12-01 15:43:00,1.0,Black,0.89,34.85,0,1,0.0,1,102 days 15:43:00.000000000,102,15.72,0
ANSL_57338,2017-10-21 00:00:00,2018-11-16 16:11:00,0.0,Black,0.74,7.73,0,1,1.0,2,391 days 16:11:00.000000000,391,16.18,0
ANSL_73822,2007-04-09 00:00:00,2017-05-05 00:00:00,1.0,Tan,0.56,11.98,13,9,0.0,2,3679 days 00:00:00.000000000,3679,0.0,0
ANSL_70356,2015-08-15 00:00:00,2017-09-07 18:27:00,1.0,Brown,0.13,8.03,0,7,0.0,2,754 days 18:27:00.000000000,754,18.45,0
ANSL_50266,2018-08-04 00:00:00,2018-11-30 12:37:00,2.0,Seal Point,0.1,25.85,17,9,0.0,1,118 days 12:37:00.000000000,118,12.62,0
ANSL_74894,2016-01-02 00:00:00,2017-01-23 11:36:00,-1.0,Black,0.35,15.2,15,4,2.0,4,387 days 11:36:00.000000000,387,11.6,1
ANSL_62300,2017-12-10 00:00:00,2018-05-19 14:08:00,2.0,Brown Tabby,0.01,15.81,7,1,0.0,1,160 days 14:08:00.000000000,160,14.13,0
ANSL_67927,2018-07-11 00:00:00,2018-11-08 13:33:00,1.0,Orange Tabby,0.15,28.41,0,1,0.0,1,120 days 13:33:00.000000000,120,13.55,0
ANSL_61810,2015-04-04 00:00:00,2018-05-05 11:56:00,1.0,White,0.39,13.71,0,7,0.0,2,1127 days 11:56:00.000000000,1127,11.93,0
ANSL_68040,2012-01-29 00:00:00,2017-07-03 12:57:00,0.0,Red Tick,0.47,36.87,0,7,1.0,2,1982 days 12:57:00.000000000,1982,12.95,0
ANSL_51665,2015-11-23 00:00:00,2019-01-13 14:11:00,2.0,Tan,0.29,49.29,13,9,0.0,2,1147 days 14:11:00.000000000,1147,14.18,0
ANSL_53137,2016-02-24 00:00:00,2017-01-15 09:00:00,2.0,Black,0.57,21.21,16,9,0.0,1,326 days 09:00:00.000000000,326,9.0,0
ANSL_60212,2016-09-25 00:00:00,2017-02-16 09:00:00,2.0,Black,0.59,7.55,16,9,0.0,1,144 days 09:00:00.000000000,144,9.0,0
ANSL_60202,2015-12-22 00:00:00,2017-03-07 07:34:00,0.0,Fawn,0.05,17.66,7,1,1.0,2,441 days 07:34:00.000000000,441,7.57,0
ANSL_60459,2018-01-27 00:00:00,2018-04-15 13:47:00,2.0,Black,0.63,7.65,13,9,1.0,2,78 days 13:47:00.000000000,78,13.78,0
ANSL_75141,2015-11-27 00:00:00,2017-12-26 18:13:00,2.0,Black,0.79,49.58,0,7,0.0,2,760 days 18:13:00.000000000,760,18.22,0
ANSL_54908,2012-08-11 00:00:00,2018-09-05 18:57:00,1.0,Black,0.47,43.69,17,9,0.0,1,2216 days 18:57:00.000000000,2216,18.95,0
ANSL_51897,2009-11-14 00:00:00,2016-12-07 18:18:00,1.0,Brown Brindle,0.11,44.24,0,7,0.0,2,2580 days 18:18:00.000000000,2580,18.3,0
ANSL_62885,2017-04-23 00:00:00,2018-05-18 14:00:00,2.0,Orange Tabby,0.12,10.65,13,9,0.0,1,390 days 14:00:00.000000000,390,14.0,0
ANSL_74981,2008-05-08 00:00:00,2018-05-10 17:20:00,1.0,Black Brindle,0.06,39.96,0,1,0.0,2,3654 days 17:20:00.000000000,3654,17.33,0
ANSL_64053,2015-09-14 00:00:00,2017-10-05 17:14:00,-1.0,Red,0.64,5.74,15,4,2.0,4,752 days 17:14:00.000000000,752,17.23,1
ANSL_74157,2017-01-18 00:00:00,2017-12-10 09:00:00,2.0,Black,0.51,10.32,16,9,1.0,1,326 days 09:00:00.000000000,326,9.0,0
ANSL_68965,2016-07-25 00:00:00,2016-11-25 16:19:00,1.0,Blue,0.57,24.33,0,1,0.0,1,123 days 16:19:00.000000000,123,16.32,0
ANSL_71717,2003-01-29 00:00:00,2018-02-19 11:35:00,0.0,Tricolor,0.26,46.86,0,7,1.0,2,5500 days 11:35:00.000000000,5500,11.58,0
ANSL_59687,2017-12-10 00:00:00,2019-02-08 17:25:00,0.0,Black,0.04,48.15,0,1,1.0,1,425 days 17:25:00.000000000,425,17.42,0
ANSL_66169,2016-11-24 00:00:00,2017-02-20 13:57:00,0.0,Black,0.86,5.8,7,1,1.0,1,88 days 13:57:00.000000000,88,13.95,0
ANSL_58638,2006-09-27 00:00:00,2018-10-16 11:23:00,2.0,White,0.92,23.69,13,9,1.0,2,4402 days 11:23:00.000000000,4402,11.38,0
ANSL_67980,2014-08-31 00:00:00,2016-09-22 09:00:00,2.0,Brown Tabby,0.15,12.46,16,9,1.0,1,753 days 09:00:00.000000000,753,9.0,0
ANSL_65047,2012-12-19 00:00:00,2018-05-21 17:11:00,1.0,Red,0.54,18.93,0,1,0.0,2,1979 days 17:11:00.000000000,1979,17.18,0
ANSL_52794,2016-07-04 00:00:00,2016-10-04 18:56:00,1.0,Blue,0.04,18.32,0,1,0.0,1,92 days 18:56:00.000000000,92,18.93,0
ANSL_70458,2018-07-08 00:00:00,2018-10-20 12:06:00,1.0,Orange Tabby,0.49,31.47,0,1,0.0,1,104 days 12:06:00.000000000,104,12.1,0
ANSL_75146,2018-11-16 00:00:00,2019-03-10 08:34:00,2.0,Brown Tabby,0.55,39.16,18,4,1.0,1,114 days 08:34:00.000000000,114,8.57,0
ANSL_65781,2013-07-10 00:00:00,2016-07-31 19:10:00,0.0,White,0.41,20.34,0,1,1.0,2,1117 days 19:10:00.000000000,1117,19.17,0
ANSL_65119,2009-09-12 00:00:00,2017-10-04 18:54:00,1.0,White,0.84,13.22,0,7,0.0,2,2944 days 18:54:00.000000000,2944,18.9,0
ANSL_56089,2016-12-28 00:00:00,2017-04-06 00:00:00,2.0,White,0.78,14.45,13,9,0.0,2,99 days 00:00:00.000000000,99,0.0,0
ANSL_54135,2018-09-10 00:00:00,2019-01-25 12:39:00,0.0,Brown Tabby,1.0,15.49,0,1,1.0,1,137 days 12:39:00.000000000,137,12.65,0
ANSL_58341,2016-09-27 00:00:00,2018-11-17 17:29:00,0.0,White,0.08,35.14,0,1,1.0,4,781 days 17:29:00.000000000,781,17.48,0
ANSL_72392,2017-06-17 00:00:00,2018-07-10 12:18:00,0.0,Black,0.77,40.87,0,1,1.0,2,388 days 12:18:00.000000000,388,12.3,0
ANSL_61519,2016-12-07 00:00:00,2017-01-31 12:02:00,2.0,Brown Tabby,0.39,20.36,13,9,0.0,1,55 days 12:02:00.000000000,55,12.03,0
ANSL_73747,2015-04-21 00:00:00,2018-05-08 15:04:00,1.0,Black,0.45,43.33,0,1,0.0,2,1113 days 15:04:00.000000000,1113,15.07,0
ANSL_59746,2016-06-06 00:00:00,2017-06-27 09:12:00,-1.0,Brown,0.21,45.15,15,4,2.0,4,386 days 09:12:00.000000000,386,9.2,1
ANSL_55116,2008-01-13 00:00:00,2018-02-07 15:32:00,0.0,Black,0.94,17.61,13,9,1.0,1,3678 days 15:32:00.000000000,3678,15.53,0
ANSL_53167,2016-05-04 00:00:00,2017-06-18 00:00:00,2.0,Black,0.56,11.07,13,9,0.0,0,410 days 00:00:00.000000000,410,0.0,0
ANSL_70293,2015-02-17 00:00:00,2016-10-05 16:47:00,1.0,Black,0.81,29.79,0,1,0.0,2,596 days 16:47:00.000000000,596,16.78,0
ANSL_65125,2018-02-24 00:00:00,2018-06-12 19:26:00,0.0,Tortie,0.96,45.89,7,1,1.0,1,108 days 19:26:00.000000000,108,19.43,0
ANSL_72574,2018-04-24 00:00:00,2018-07-10 15:15:00,2.0,Black,0.85,29.28,13,9,0.0,2,77 days 15:15:00.000000000,77,15.25,0
ANSL_69497,2018-01-15 00:00:00,2018-05-04 18:57:00,0.0,Torbie,0.87,32.44,0,1,1.0,1,109 days 18:57:00.000000000,109,18.95,0
ANSL_68595,2015-08-18 00:00:00,2016-09-28 15:07:00,1.0,Black,0.88,46.96,0,1,0.0,2,407 days 15:07:00.000000000,407,15.12,0
ANSL_73657,2017-07-21 00:00:00,2017-09-11 15:11:00,-1.0,Brown,0.42,27.49,18,4,2.0,4,52 days 15:11:00.000000000,52,15.18,1
ANSL_61054,2016-11-12 00:00:00,2017-01-13 15:35:00,2.0,Black,0.95,7.63,13,9,1.0,1,62 days 15:35:00.000000000,62,15.58,0
ANSL_52166,2016-07-15 00:00:00,2018-02-04 16:47:00,2.0,Calico,0.72,40.89,13,9,1.0,4,569 days 16:47:00.000000000,569,16.78,0
ANSL_76271,2017-04-08 00:00:00,2019-04-29 14:32:00,2.0,Tricolor,0.75,39.57,0,7,0.0,2,751 days 14:32:00.000000000,751,14.53,0
ANSL_67534,2015-11-26 00:00:00,2017-12-16 15:11:00,2.0,Agouti,0.95,37.51,0,7,0.0,2,751 days 15:11:00.000000000,751,15.18,0
ANSL_75043,2015-08-01 00:00:00,2017-12-11 13:39:00,1.0,Brown,0.46,48.53,7,1,0.0,2,863 days 13:39:00.000000000,863,13.65,0
ANSL_59956,2016-07-15 00:00:00,2016-12-06 09:00:00,2.0,Brown Tabby,0.84,20.15,16,9,1.0,1,144 days 09:00:00.000000000,144,9.0,0
ANSL_58528,2016-07-11 00:00:00,2016-10-08 17:36:00,1.0,White,0.34,26.98,0,1,0.0,2,89 days 17:36:00.000000000,89,17.6,0
ANSL_54583,2017-09-11 00:00:00,2018-11-16 12:30:00,0.0,White,0.14,45.69,13,9,1.0,2,431 days 12:30:00.000000000,431,12.5,0
ANSL_73884,2015-10-16 00:00:00,2018-10-07 14:56:00,2.0,Brown,0.77,42.63,5,4,0.0,2,1087 days 14:56:00.000000000,1087,14.93,0
ANSL_69901,2015-04-07 00:00:00,2017-08-17 16:06:00,1.0,Black,0.23,20.74,0,1,0.0,2,863 days 16:06:00.000000000,863,16.1,0
ANSL_69018,2018-06-20 00:00:00,2018-09-08 15:25:00,0.0,Torbie,0.22,12.87,7,1,1.0,1,80 days 15:25:00.000000000,80,15.42,0
ANSL_69121,2018-02-08 00:00:00,2019-01-04 06:57:00,1.0,White,0.43,35.68,0,1,0.0,2,330 days 06:57:00.000000000,330,6.95,0
ANSL_61768,2017-05-02 00:00:00,2018-11-29 15:49:00,1.0,Brown,0.67,5.93,0,1,0.0,2,576 days 15:49:00.000000000,576,15.82,0
ANSL_68538,2015-11-20 00:00:00,2017-02-18 16:29:00,0.0,Brown,0.07,6.09,0,1,1.0,2,456 days 16:29:00.000000000,456,16.48,0
ANSL_61099,2010-08-01 00:00:00,2016-08-24 18:48:00,1.0,Tan,0.46,34.86,0,1,0.0,2,2215 days 18:48:00.000000000,2215,18.8,0
ANSL_73036,2016-08-28 00:00:00,2017-03-10 14:27:00,2.0,Brown Brindle,0.74,27.76,0,7,0.0,2,194 days 14:27:00.000000000,194,14.45,0
ANSL_57552,2017-06-23 00:00:00,2017-12-31 12:09:00,0.0,Blue,0.56,49.46,7,1,1.0,1,191 days 12:09:00.000000000,191,12.15,0
ANSL_73764,2016-05-01 00:00:00,2019-02-13 13:02:00,1.0,Cream,0.51,48.84,13,9,0.0,2,1018 days 13:02:00.000000000,1018,13.03,0
ANSL_72778,2013-11-16 00:00:00,2017-06-08 12:23:00,0.0,Black,0.02,25.17,13,9,1.0,2,1300 days 12:23:00.000000000,1300,12.38,0
ANSL_63729,2018-07-14 00:00:00,2018-10-09 14:52:00,1.0,Brown Tabby,0.9,6.27,7,1,0.0,1,87 days 14:52:00.000000000,87,14.87,0
ANSL_65089,2016-06-23 00:00:00,2016-09-17 19:18:00,0.0,Yellow,0.62,40.11,0,1,1.0,2,86 days 19:18:00.000000000,86,19.3,0
ANSL_58839,2014-06-23 00:00:00,2017-02-25 15:26:00,0.0,Brown Brindle,0.29,16.75,13,9,1.0,2,978 days 15:26:00.000000000,978,15.43,0
ANSL_76578,2017-04-11 00:00:00,2019-05-06 14:16:00,1.0,Orange Tabby,0.68,25.91,17,9,0.0,1,755 days 14:16:00.000000000,755,14.27,0
ANSL_68579,2014-12-30 00:00:00,2017-03-18 18:16:00,0.0,Black,0.26,21.94,0,7,1.0,2,809 days 18:16:00.000000000,809,18.27,0
ANSL_63193,2018-02-23 00:00:00,2019-01-24 13:53:00,1.0,Blue Tabby,0.02,8.7,0,1,0.0,1,335 days 13:53:00.000000000,335,13.88,0
ANSL_67632,2014-09-23 00:00:00,2018-10-15 16:15:00,2.0,White,0.21,25.9,18,4,1.0,2,1483 days 16:15:00.000000000,1483,16.25,0
ANSL_66486,2016-01-25 00:00:00,2018-02-15 14:43:00,-1.0,Orange Tabby,0.36,44.07,18,4,2.0,1,752 days 14:43:00.000000000,752,14.72,1
ANSL_73432,2008-04-26 00:00:00,2018-04-13 11:37:00,1.0,White,0.58,36.97,0,1,0.0,2,3639 days 11:37:00.000000000,3639,11.62,0
ANSL_62474,2010-03-18 00:00:00,2018-04-21 18:44:00,1.0,Black,0.2,43.35,0,7,0.0,2,2956 days 18:44:00.000000000,2956,18.73,0
ANSL_56857,2017-01-15 00:00:00,2017-04-10 15:46:00,1.0,White,0.53,12.96,0,1,0.0,2,85 days 15:46:00.000000000,85,15.77,0
ANSL_66148,2015-09-04 00:00:00,2018-07-23 14:07:00,1.0,Black,0.62,8.07,0,7,0.0,2,1053 days 14:07:00.000000000,1053,14.12,0
ANSL_71267,2017-03-23 00:00:00,2018-04-14 09:00:00,0.0,Black,0.14,24.37,16,9,1.0,1,387 days 09:00:00.000000000,387,9.0,0
ANSL_75530,2006-12-30 00:00:00,2019-04-11 15:00:00,2.0,Brown,0.13,16.4,0,3,0.0,2,4485 days 15:00:00.000000000,4485,15.0,0
ANSL_56177,2016-05-29 00:00:00,2016-08-26 16:22:00,1.0,Orange Tabby,0.97,27.16,0,1,0.0,1,89 days 16:22:00.000000000,89,16.37,0
ANSL_71969,2017-01-25 00:00:00,2017-06-20 16:33:00,0.0,Black,0.95,45.06,0,1,1.0,1,146 days 16:33:00.000000000,146,16.55,0
ANSL_65738,2016-07-24 00:00:00,2017-11-05 18:51:00,0.0,Cream,0.26,14.45,0,7,1.0,2,469 days 18:51:00.000000000,469,18.85,0
ANSL_50629,2016-11-17 00:00:00,2017-03-10 12:06:00,2.0,Tan,0.89,32.85,13,9,0.0,2,113 days 12:06:00.000000000,113,12.1,0
ANSL_64708,2008-01-22 00:00:00,2018-02-20 12:20:00,2.0,Red,0.97,41.82,13,9,0.0,2,3682 days 12:20:00.000000000,3682,12.33,0
ANSL_67521,2016-01-22 00:00:00,2018-02-23 15:01:00,1.0,Orange Tabby,0.89,17.11,0,1,0.0,1,763 days 15:01:00.000000000,763,15.02,0
ANSL_56898,2016-12-12 00:00:00,2017-03-16 18:21:00,1.0,Black,0.47,34.09,0,1,0.0,1,94 days 18:21:00.000000000,94,18.35,0
ANSL_63300,2009-12-06 00:00:00,2017-12-26 16:09:00,0.0,Yellow,0.3,40.13,0,7,1.0,2,2942 days 16:09:00.000000000,2942,16.15,0
ANSL_51114,2016-07-07 00:00:00,2016-11-28 09:00:00,2.0,Black,0.74,5.21,16,9,1.0,1,144 days 09:00:00.000000000,144,9.0,0
ANSL_65894,2017-08-31 00:00:00,2018-09-27 16:22:00,0.0,White,0.96,15.16,0,1,1.0,2,392 days 16:22:00.000000000,392,16.37,0
ANSL_63523,2017-06-17 00:00:00,2017-10-19 18:16:00,1.0,Brown Tabby,0.77,45.93,7,1,0.0,1,124 days 18:16:00.000000000,124,18.27,0
ANSL_69343,2001-08-27 00:00:00,2016-10-08 18:10:00,0.0,Black,0.56,30.95,0,1,1.0,1,5521 days 18:10:00.000000000,5521,18.17,0
ANSL_53180,2008-06-24 00:00:00,2018-07-14 12:14:00,2.0,Brown,0.36,8.14,0,7,0.0,2,3672 days 12:14:00.000000000,3672,12.23,0
ANSL_76661,2018-10-10 00:00:00,2019-05-08 16:10:00,1.0,Brown,0.28,24.03,0,1,0.0,2,210 days 16:10:00.000000000,210,16.17,0
ANSL_75833,2018-09-22 00:00:00,2019-04-18 18:25:00,1.0,Brown Merle,0.77,46.37,0,1,0.0,2,208 days 18:25:00.000000000,208,18.42,0
ANSL_69619,2014-08-31 00:00:00,2016-10-11 11:12:00,2.0,Chocolate,0.15,32.87,13,9,0.0,2,772 days 11:12:00.000000000,772,11.2,0
ANSL_66261,2014-12-09 00:00:00,2016-12-30 09:00:00,-1.0,Orange Tabby,0.27,24.02,16,9,2.0,1,752 days 09:00:00.000000000,752,9.0,1
ANSL_50424,2015-01-08 00:00:00,2016-07-30 09:00:00,2.0,Calico,0.59,9.61,16,9,1.0,1,569 days 09:00:00.000000000,569,9.0,0
ANSL_71062,2014-01-26 00:00:00,2017-11-06 15:03:00,0.0,Brown,0.71,44.4,0,7,1.0,2,1380 days 15:03:00.000000000,1380,15.05,0
ANSL_58241,2018-02-01 00:00:00,2018-04-23 21:38:00,1.0,Cream Tabby,0.39,39.01,7,1,0.0,1,81 days 21:38:00.000000000,81,21.63,0
ANSL_55676,2018-06-15 00:00:00,2018-07-20 12:48:00,2.0,Cream Tabby,0.44,22.91,13,9,1.0,1,35 days 12:48:00.000000000,35,12.8,0
ANSL_57835,2017-08-15 00:00:00,2018-03-09 10:29:00,2.0,Red,0.72,13.26,0,1,1.0,0,206 days 10:29:00.000000000,206,10.48,0
ANSL_52662,2004-11-24 00:00:00,2016-12-14 13:51:00,2.0,Black,0.21,34.99,0,7,0.0,2,4403 days 13:51:00.000000000,4403,13.85,0
ANSL_65118,2016-04-07 00:00:00,2018-10-31 19:14:00,0.0,Tan,0.29,22.35,0,1,1.0,2,937 days 19:14:00.000000000,937,19.23,0
ANSL_71064,2018-02-05 00:00:00,2018-02-27 12:43:00,2.0,Orange Tabby,0.89,39.48,13,9,0.0,1,22 days 12:43:00.000000000,22,12.72,0
ANSL_64066,2016-08-04 00:00:00,2017-01-23 17:55:00,1.0,Black,0.68,25.43,0,7,0.0,2,172 days 17:55:00.000000000,172,17.92,0
ANSL_70520,2015-02-23 00:00:00,2017-03-17 19:04:00,0.0,Black,0.81,41.49,0,7,1.0,2,753 days 19:04:00.000000000,753,19.07,0
ANSL_72650,2015-05-10 00:00:00,2018-06-05 17:30:00,0.0,Brown,0.6,19.75,0,1,1.0,2,1122 days 17:30:00.000000000,1122,17.5,0
ANSL_66209,2018-05-26 00:00:00,2018-06-17 13:29:00,-1.0,White,0.84,46.31,18,4,2.0,4,22 days 13:29:00.000000000,22,13.48,1
ANSL_50021,2016-05-24 00:00:00,2018-09-06 12:00:00,0.0,Black,0.24,15.88,0,1,1.0,1,835 days 12:00:00.000000000,835,12.0,0
ANSL_52664,2006-05-14 00:00:00,2018-07-13 18:18:00,0.0,White,0.11,26.99,0,7,1.0,2,4443 days 18:18:00.000000000,4443,18.3,0
ANSL_63431,2014-08-25 00:00:00,2016-09-15 11:25:00,0.0,Brown Tabby,0.88,23.93,18,4,1.0,1,752 days 11:25:00.000000000,752,11.42,0
ANSL_61713,2017-06-23 00:00:00,2017-12-13 14:23:00,0.0,Black,0.45,7.27,0,1,1.0,1,173 days 14:23:00.000000000,173,14.38,0
ANSL_52449,2016-09-09 00:00:00,2016-12-15 17:00:00,0.0,Orange Tabby,0.34,23.72,0,1,1.0,1,97 days 17:00:00.000000000,97,17.0,0
ANSL_67305,2017-07-15 00:00:00,2017-08-26 15:52:00,2.0,Brown Tabby,0.22,46.42,13,9,1.0,1,42 days 15:52:00.000000000,42,15.87,0
ANSL_60008,2016-06-02 00:00:00,2017-05-13 00:00:00,2.0,Brown Tabby,0.22,46.01,13,9,1.0,1,345 days 00:00:00.000000000,345,0.0,0
ANSL_71317,2016-11-20 00:00:00,2017-03-14 09:16:00,0.0,Brown Tabby,0.24,37.01,7,1,1.0,1,114 days 09:16:00.000000000,114,9.27,0
ANSL_75674,2018-03-20 00:00:00,2019-04-14 15:10:00,2.0,Black,0.85,32.85,13,9,0.0,2,390 days 15:10:00.000000000,390,15.17,0
ANSL_69706,2017-07-03 00:00:00,2018-07-27 17:15:00,0.0,Blue Tabby,0.05,5.73,0,1,1.0,1,389 days 17:15:00.000000000,389,17.25,0
ANSL_63599,2016-08-23 00:00:00,2017-09-19 18:26:00,0.0,Red,0.45,49.57,0,1,1.0,2,392 days 18:26:00.000000000,392,18.43,0
ANSL_71140,2013-06-27 00:00:00,2017-08-06 00:00:00,1.0,Black,0.87,43.49,13,9,0.0,2,1501 days 00:00:00.000000000,1501,0.0,0
ANSL_67992,2015-06-23 00:00:00,2018-07-15 12:59:00,1.0,Black,0.48,14.27,13,9,0.0,2,1118 days 12:59:00.000000000,1118,12.98,0
ANSL_69351,2017-03-05 00:00:00,2018-03-23 18:45:00,1.0,Brown,0.37,40.22,0,7,0.0,2,383 days 18:45:00.000000000,383,18.75,0
ANSL_59655,2018-06-18 00:00:00,2018-09-20 15:25:00,0.0,Black,0.92,5.99,7,1,1.0,1,94 days 15:25:00.000000000,94,15.42,0
ANSL_71525,2016-12-02 00:00:00,2018-04-08 13:05:00,1.0,Black,0.05,38.39,0,1,0.0,2,492 days 13:05:00.000000000,492,13.08,0
ANSL_60509,2017-07-29 00:00:00,2017-11-01 18:08:00,0.0,Torbie,0.56,9.8,0,1,1.0,1,95 days 18:08:00.000000000,95,18.13,0
ANSL_67158,2017-12-15 00:00:00,2018-02-10 15:39:00,2.0,White,0.67,16.77,13,9,0.0,1,57 days 15:39:00.000000000,57,15.65,0
ANSL_66606,2018-05-11 00:00:00,2018-12-13 16:35:00,0.0,Brown Brindle,0.49,24.27,0,1,1.0,2,216 days 16:35:00.000000000,216,16.58,0
ANSL_56312,2017-06-02 00:00:00,2018-12-22 14:38:00,1.0,Black,0.64,21.94,0,7,0.0,2,568 days 14:38:00.000000000,568,14.63,0
ANSL_72343,2017-07-28 00:00:00,2017-11-30 18:27:00,1.0,Black,0.37,14.61,7,1,0.0,1,125 days 18:27:00.000000000,125,18.45,0
ANSL_73043,2016-09-27 00:00:00,2017-10-21 18:51:00,0.0,Tricolor,0.93,48.5,0,1,1.0,2,389 days 18:51:00.000000000,389,18.85,0
ANSL_54494,2008-08-14 00:00:00,2016-09-04 13:33:00,1.0,Brown,0.23,43.3,0,7,0.0,2,2943 days 13:33:00.000000000,2943,13.55,0
ANSL_59964,2018-01-19 00:00:00,2018-05-29 17:50:00,0.0,Blue Tabby,0.06,46.22,0,1,1.0,1,130 days 17:50:00.000000000,130,17.83,0
ANSL_72034,2019-01-21 00:00:00,2019-03-04 15:58:00,2.0,Black,0.07,45.8,13,9,1.0,1,42 days 15:58:00.000000000,42,15.97,0
ANSL_53562,2014-09-08 00:00:00,2016-10-31 11:38:00,1.0,Tan,0.84,40.77,13,9,0.0,2,784 days 11:38:00.000000000,784,11.63,0
ANSL_73506,2017-03-06 00:00:00,2018-03-31 12:06:00,0.0,Black,0.52,46.41,0,1,1.0,2,390 days 12:06:00.000000000,390,12.1,0
ANSL_58785,2008-03-30 00:00:00,2018-04-21 11:53:00,2.0,Yellow,0.26,20.17,13,9,0.0,1,3674 days 11:53:00.000000000,3674,11.88,0
ANSL_60374,2014-10-20 00:00:00,2016-11-10 14:49:00,0.0,Brown Tabby,0.3,20.39,0,7,1.0,1,752 days 14:49:00.000000000,752,14.82,0
ANSL_52575,2017-08-16 00:00:00,2018-06-13 17:35:00,0.0,Red,0.35,5.41,0,1,1.0,2,301 days 17:35:00.000000000,301,17.58,0
ANSL_63246,2016-07-11 00:00:00,2017-04-17 08:18:00,0.0,Brown Tabby,0.8,39.65,7,1,1.0,1,280 days 08:18:00.000000000,280,8.3,0
ANSL_74637,2017-04-15 00:00:00,2017-07-20 17:27:00,1.0,Black,0.91,31.77,0,1,0.0,1,96 days 17:27:00.000000000,96,17.45,0
ANSL_60141,2016-07-29 00:00:00,2017-08-31 12:50:00,0.0,White,0.46,43.45,0,1,1.0,2,398 days 12:50:00.000000000,398,12.83,0
ANSL_63506,2010-11-25 00:00:00,2018-12-17 17:00:00,1.0,Black,0.36,25.46,13,9,0.0,1,2944 days 17:00:00.000000000,2944,17.0,0
ANSL_64362,2012-04-20 00:00:00,2018-05-16 12:50:00,2.0,White,0.86,10.4,13,9,0.0,2,2217 days 12:50:00.000000000,2217,12.83,0
ANSL_68046,2017-10-26 00:00:00,2018-12-11 11:49:00,1.0,Tricolor,0.28,22.71,13,9,0.0,2,411 days 11:49:00.000000000,411,11.82,0
ANSL_74699,2016-10-27 00:00:00,2017-01-22 17:34:00,2.0,Black,0.53,48.42,0,1,1.0,1,87 days 17:34:00.000000000,87,17.57,0
ANSL_63822,2012-01-21 00:00:00,2016-08-18 14:56:00,1.0,Blue,0.62,15.55,1,4,0.0,2,1671 days 14:56:00.000000000,1671,14.93,0
ANSL_59639,2017-02-24 00:00:00,2019-03-25 13:26:00,1.0,Brown,0.76,31.43,0,1,0.0,2,759 days 13:26:00.000000000,759,13.43,0
ANSL_69713,2016-09-07 00:00:00,2017-10-02 18:13:00,1.0,Black,0.31,48.29,0,7,0.0,2,390 days 18:13:00.000000000,390,18.22,0
ANSL_66591,2017-08-06 00:00:00,2017-11-07 12:51:00,1.0,Orange Tabby,0.95,11.38,0,1,0.0,1,93 days 12:51:00.000000000,93,12.85,0
ANSL_51797,2012-11-16 00:00:00,2016-12-23 15:51:00,1.0,White,0.76,6.98,0,1,0.0,2,1498 days 15:51:00.000000000,1498,15.85,0
