pet_id,issue_date,listing_date,condition,color_type,length(m),height(cm),X1,X2,breed_category,pet_category,days_stayed,total_days_stayed,total_hours_stayed,condition_is_missing,fe_ids,len_in_cm,X1_X2,Area_occupied
ANSL_76860,2019-02-24 00:00:00,2019-05-11 17:51:00,0.0,53,0.78,22.98,7,1,1.0,2,76 days 17:51:00.000000000,76,17.85,0,76860,78.0,7,1792.44
ANSL_56366,2014-06-05 00:00:00,2016-07-18 13:15:00,0.0,18,0.14,27.38,13,9,1.0,1,774 days 13:15:00.000000000,774,13.25,0,56366,14.000000000000002,117,383.32000000000005
ANSL_76539,2009-04-06 00:00:00,2019-05-05 15:40:00,0.0,48,0.82,15.71,13,9,1.0,2,3681 days 15:40:00.000000000,3681,15.67,0,76539,82.0,117,1288.22
ANSL_63564,2016-11-14 00:00:00,2016-12-15 14:40:00,2.0,2,0.96,19.14,13,9,1.0,1,31 days 14:40:00.000000000,31,14.67,0,63564,96.0,117,1837.44
ANSL_61408,2017-12-01 00:00:00,2018-12-22 12:06:00,2.0,2,0.9,27.17,0,7,1.0,2,386 days 12:06:00.000000000,386,12.1,0,61408,90.0,0,2445.3
ANSL_54500,2017-04-28 00:00:00,2019-04-02 14:40:00,0.0,7,0.39,40.84,0,8,1.0,2,704 days 14:40:00.000000000,704,14.67,0,54500,39.0,0,1592.7600000000002
ANSL_67860,2015-05-13 00:00:00,2018-12-18 18:46:00,1.0,30,0.15,29.47,0,7,0.0,2,1315 days 18:46:00.000000000,1315,18.77,0,67860,15.0,0,442.04999999999995
ANSL_64139,2016-12-25 00:00:00,2018-01-16 09:36:00,-1.0,15,0.4,12.06,15,4,2.0,4,387 days 09:36:00.000000000,387,9.6,1,64139,40.0,60,482.40000000000003
ANSL_76775,2018-04-18 00:00:00,2019-05-10 17:46:00,2.0,53,0.51,8.69,0,7,0.0,2,387 days 17:46:00.000000000,387,17.77,0,76775,51.0,0,443.19
ANSL_66200,2015-10-31 00:00:00,2016-11-21 15:27:00,2.0,15,0.8,11.44,13,9,0.0,4,387 days 15:27:00.000000000,387,15.45,0,66200,80.0,117,915.1999999999999
ANSL_67679,2012-03-12 00:00:00,2018-10-05 12:42:00,1.0,53,0.6,17.38,0,7,0.0,2,2398 days 12:42:00.000000000,2398,12.7,0,67679,60.0,0,1042.8
ANSL_76566,2019-01-06 00:00:00,2019-05-05 15:06:00,2.0,18,0.96,30.64,13,9,1.0,1,119 days 15:06:00.000000000,119,15.1,0,76566,96.0,117,2941.44
ANSL_56429,2015-12-28 00:00:00,2017-02-17 12:16:00,0.0,2,0.18,40.15,0,1,1.0,2,417 days 12:16:00.000000000,417,12.27,0,56429,18.0,0,722.6999999999999
ANSL_64489,2017-03-10 00:00:00,2018-03-29 09:00:00,-1.0,15,0.68,39.82,15,4,2.0,4,384 days 09:00:00.000000000,384,9.0,1,64489,68.0,60,2707.76
ANSL_71823,2015-12-03 00:00:00,2017-12-27 12:17:00,2.0,49,0.12,12.88,0,7,1.0,1,755 days 12:17:00.000000000,755,12.28,0,71823,12.0,0,154.56
ANSL_52122,2017-02-03 00:00:00,2019-02-12 14:45:00,2.0,2,0.7,39.15,0,7,0.0,2,739 days 14:45:00.000000000,739,14.75,0,52122,70.0,0,2740.5
ANSL_50222,2017-05-11 00:00:00,2018-06-07 17:37:00,1.0,16,0.77,46.01,0,1,0.0,2,392 days 17:37:00.000000000,392,17.62,0,50222,77.0,0,3542.77
ANSL_51675,2018-08-07 00:00:00,2018-10-20 18:00:00,2.0,38,0.14,5.83,9,2,0.0,1,74 days 18:00:00.000000000,74,18.0,0,51675,14.000000000000002,18,81.62
ANSL_73603,2016-10-19 00:00:00,2017-11-24 00:00:00,0.0,2,0.59,11.79,13,9,1.0,1,401 days 00:00:00.000000000,401,0.0,0,73603,59.0,117,695.6099999999999
ANSL_76810,2017-10-20 00:00:00,2019-05-10 16:39:00,0.0,52,0.0,49.77,0,7,1.0,2,567 days 16:39:00.000000000,567,16.65,0,76810,0.0,0,0.0
ANSL_74647,2017-10-01 00:00:00,2018-10-21 16:16:00,-1.0,15,0.7,43.54,15,4,2.0,4,385 days 16:16:00.000000000,385,16.27,1,74647,70.0,60,3047.7999999999997
ANSL_58844,2013-06-28 00:00:00,2016-07-18 09:29:00,-1.0,2,0.78,16.21,18,4,2.0,4,1116 days 09:29:00.000000000,1116,9.48,1,58844,78.0,72,1264.38
ANSL_76375,2018-04-04 00:00:00,2019-05-01 17:22:00,0.0,53,0.6,34.27,0,1,1.0,2,392 days 17:22:00.000000000,392,17.37,0,76375,60.0,0,2056.2000000000003
ANSL_63566,2016-10-12 00:00:00,2018-12-19 13:15:00,0.0,7,0.85,45.48,0,1,1.0,2,798 days 13:15:00.000000000,798,13.25,0,63566,85.0,0,3865.7999999999997
ANSL_72887,2018-06-21 00:00:00,2018-10-01 08:43:00,0.0,53,0.79,47.88,7,1,1.0,1,102 days 08:43:00.000000000,102,8.72,0,72887,79.0,7,3782.52
ANSL_63776,2018-09-12 00:00:00,2018-12-21 17:51:00,0.0,49,0.54,18.92,0,1,1.0,1,100 days 17:51:00.000000000,100,17.85,0,63776,54.0,0,1021.6800000000001
ANSL_65636,2013-10-21 00:00:00,2016-11-12 12:20:00,0.0,53,0.14,5.69,0,7,1.0,2,1118 days 12:20:00.000000000,1118,12.33,0,65636,14.000000000000002,0,79.66000000000001
ANSL_70906,2015-03-08 00:00:00,2017-03-30 19:38:00,0.0,2,0.42,29.37,16,9,1.0,1,753 days 19:38:00.000000000,753,19.63,0,70906,42.0,144,1233.54
ANSL_55843,2017-01-11 00:00:00,2018-02-08 14:05:00,1.0,48,0.6,35.29,0,1,0.0,2,393 days 14:05:00.000000000,393,14.08,0,55843,60.0,0,2117.4
ANSL_70248,2016-07-08 00:00:00,2016-11-05 09:00:00,2.0,18,0.69,40.21,16,9,1.0,1,120 days 09:00:00.000000000,120,9.0,0,70248,69.0,144,2774.4900000000002
ANSL_53413,2012-02-26 00:00:00,2018-03-22 17:05:00,1.0,25,0.25,27.33,0,1,0.0,2,2216 days 17:05:00.000000000,2216,17.08,0,53413,25.0,0,683.25
ANSL_67814,2016-07-30 00:00:00,2017-08-21 11:59:00,2.0,53,0.6,14.75,13,9,0.0,4,387 days 11:59:00.000000000,387,11.98,0,67814,60.0,117,885.0
ANSL_65754,2017-07-18 00:00:00,2018-04-08 13:48:00,2.0,53,0.86,5.87,0,7,1.0,2,264 days 13:48:00.000000000,264,13.8,0,65754,86.0,0,504.82
ANSL_60242,2016-08-01 00:00:00,2016-11-01 18:13:00,1.0,38,0.66,46.41,0,1,0.0,1,92 days 18:13:00.000000000,92,18.22,0,60242,66.0,0,3063.06
ANSL_56257,2018-08-13 00:00:00,2018-09-04 15:34:00,-1.0,2,0.76,26.71,13,9,2.0,1,22 days 15:34:00.000000000,22,15.57,1,56257,76.0,117,2029.96
ANSL_59018,2011-08-15 00:00:00,2017-09-28 13:00:00,0.0,27,0.6,39.08,0,1,1.0,2,2236 days 13:00:00.000000000,2236,13.0,0,59018,60.0,0,2344.7999999999997
ANSL_54126,2011-04-02 00:00:00,2017-05-08 13:11:00,0.0,51,0.7,45.05,7,1,1.0,1,2228 days 13:11:00.000000000,2228,13.18,0,54126,70.0,7,3153.5
ANSL_57642,2011-12-12 00:00:00,2018-07-18 14:29:00,1.0,2,0.56,20.2,0,1,0.0,2,2410 days 14:29:00.000000000,2410,14.48,0,57642,56.00000000000001,0,1131.2
ANSL_74676,2008-05-08 00:00:00,2018-06-30 18:03:00,1.0,25,0.76,29.56,0,1,0.0,2,3705 days 18:03:00.000000000,3705,18.05,0,74676,76.0,0,2246.56
ANSL_58222,2017-06-16 00:00:00,2018-08-23 11:06:00,1.0,16,0.65,19.59,0,7,0.0,2,433 days 11:06:00.000000000,433,11.1,0,58222,65.0,0,1273.35
ANSL_66582,2018-09-13 00:00:00,2018-11-17 13:59:00,2.0,26,0.69,39.41,18,4,1.0,1,65 days 13:59:00.000000000,65,13.98,0,66582,69.0,72,2719.29
ANSL_62211,2016-08-22 00:00:00,2016-11-12 14:15:00,1.0,7,0.81,10.29,0,1,0.0,2,82 days 14:15:00.000000000,82,14.25,0,62211,81.0,0,833.4899999999999
ANSL_68198,2016-10-30 00:00:00,2018-11-23 19:20:00,1.0,38,0.97,28.1,17,9,0.0,1,754 days 19:20:00.000000000,754,19.33,0,68198,97.0,153,2725.7000000000003
ANSL_71184,2017-10-03 00:00:00,2017-11-23 16:32:00,2.0,38,0.76,8.36,18,4,0.0,1,51 days 16:32:00.000000000,51,16.53,0,71184,76.0,72,635.3599999999999
ANSL_73170,2012-05-08 00:00:00,2018-01-15 11:57:00,0.0,48,0.51,30.61,0,7,1.0,2,2078 days 11:57:00.000000000,2078,11.95,0,73170,51.0,0,1561.11
ANSL_75932,2018-04-27 00:00:00,2019-04-21 16:10:00,0.0,2,0.04,37.15,0,1,1.0,1,359 days 16:10:00.000000000,359,16.17,0,75932,4.0,0,148.6
ANSL_68917,2016-04-25 00:00:00,2017-05-21 14:56:00,1.0,15,0.62,5.48,0,1,0.0,2,391 days 14:56:00.000000000,391,14.93,0,68917,62.0,0,339.76000000000005
ANSL_55479,2017-12-14 00:00:00,2019-01-08 14:19:00,1.0,53,0.12,28.77,13,9,0.0,2,390 days 14:19:00.000000000,390,14.32,0,55479,12.0,117,345.24
ANSL_61730,2015-01-28 00:00:00,2017-03-15 17:56:00,1.0,23,0.53,28.61,0,1,0.0,2,777 days 17:56:00.000000000,777,17.93,0,61730,53.0,0,1516.33
ANSL_54827,2005-06-30 00:00:00,2017-07-22 12:56:00,2.0,53,0.77,19.47,0,7,0.0,2,4405 days 12:56:00.000000000,4405,12.93,0,54827,77.0,0,1499.1899999999998
ANSL_50350,2018-05-10 00:00:00,2018-11-21 19:13:00,0.0,16,0.61,28.3,0,1,1.0,2,195 days 19:13:00.000000000,195,19.22,0,50350,61.0,0,1726.3
ANSL_56335,2016-11-24 00:00:00,2017-03-05 17:54:00,0.0,18,0.91,15.99,0,1,1.0,1,101 days 17:54:00.000000000,101,17.9,0,56335,91.0,0,1455.09
ANSL_54510,2017-06-29 00:00:00,2017-10-23 17:56:00,0.0,23,0.58,22.84,0,1,1.0,2,116 days 17:56:00.000000000,116,17.93,0,54510,57.99999999999999,0,1324.7199999999998
ANSL_58957,2011-08-02 00:00:00,2018-04-09 10:27:00,1.0,2,0.97,9.24,7,1,0.0,2,2442 days 10:27:00.000000000,2442,10.45,0,58957,97.0,7,896.28
ANSL_51902,2006-10-18 00:00:00,2016-09-10 18:38:00,0.0,40,0.35,16.01,0,7,1.0,2,3615 days 18:38:00.000000000,3615,18.63,0,51902,35.0,0,560.35
ANSL_63372,2016-11-05 00:00:00,2017-11-27 08:08:00,-1.0,2,0.13,10.65,15,4,2.0,4,387 days 08:08:00.000000000,387,8.13,1,63372,13.0,60,138.45000000000002
ANSL_52771,2009-08-29 00:00:00,2018-11-10 18:39:00,1.0,15,0.42,7.27,0,7,0.0,2,3360 days 18:39:00.000000000,3360,18.65,0,52771,42.0,0,305.34
ANSL_67568,2016-07-30 00:00:00,2016-11-24 17:46:00,1.0,53,0.22,44.32,0,1,0.0,2,117 days 17:46:00.000000000,117,17.77,0,67568,22.0,0,975.04
ANSL_75684,2017-02-19 00:00:00,2019-04-12 16:38:00,1.0,18,0.73,35.47,0,1,0.0,1,782 days 16:38:00.000000000,782,16.63,0,75684,73.0,0,2589.31
ANSL_75452,2018-03-19 00:00:00,2019-04-09 16:47:00,2.0,2,0.58,14.3,0,0,1.0,2,386 days 16:47:00.000000000,386,16.78,0,75452,57.99999999999999,0,829.4
ANSL_76082,2016-10-14 00:00:00,2019-04-24 17:09:00,1.0,48,0.25,15.64,0,7,0.0,2,922 days 17:09:00.000000000,922,17.15,0,76082,25.0,0,391.0
ANSL_50097,2015-06-02 00:00:00,2017-12-28 14:43:00,0.0,53,0.24,40.72,0,1,1.0,2,940 days 14:43:00.000000000,940,14.72,0,50097,24.0,0,977.28
ANSL_56469,2018-09-16 00:00:00,2019-01-22 11:16:00,2.0,2,0.36,49.12,7,1,0.0,2,128 days 11:16:00.000000000,128,11.27,0,56469,36.0,7,1768.32
ANSL_74997,2017-08-28 00:00:00,2017-09-27 09:07:00,-1.0,7,0.47,43.5,13,9,2.0,1,30 days 09:07:00.000000000,30,9.12,1,74997,47.0,117,2044.5
ANSL_75948,2019-01-26 00:00:00,2019-04-22 07:16:00,1.0,52,0.26,10.28,7,1,0.0,2,86 days 07:16:00.000000000,86,7.27,0,75948,26.0,7,267.28
ANSL_53856,2018-04-21 00:00:00,2019-01-19 17:31:00,0.0,2,0.31,30.18,0,1,1.0,2,273 days 17:31:00.000000000,273,17.52,0,53856,31.0,0,935.58
ANSL_59795,2018-03-30 00:00:00,2018-10-20 09:10:00,-1.0,40,0.22,27.88,15,4,2.0,4,204 days 09:10:00.000000000,204,9.17,1,59795,22.0,60,613.36
ANSL_63085,2016-11-16 00:00:00,2016-12-10 16:56:00,-1.0,49,0.87,17.35,13,9,2.0,1,24 days 16:56:00.000000000,24,16.93,1,63085,87.0,117,1509.45
ANSL_75106,2018-10-13 00:00:00,2019-02-06 17:16:00,1.0,53,0.07,46.19,0,1,0.0,2,116 days 17:16:00.000000000,116,17.27,0,75106,7.000000000000001,0,323.33000000000004
ANSL_58712,2016-06-03 00:00:00,2017-06-28 16:53:00,1.0,38,0.5,36.61,0,1,0.0,1,390 days 16:53:00.000000000,390,16.88,0,58712,50.0,0,1830.5
ANSL_71248,2017-07-15 00:00:00,2018-02-20 16:37:00,-1.0,16,0.32,22.12,18,4,2.0,2,220 days 16:37:00.000000000,220,16.62,1,71248,32.0,72,707.84
ANSL_63174,2015-07-25 00:00:00,2016-09-01 19:17:00,1.0,38,0.46,29.28,0,1,0.0,1,404 days 19:17:00.000000000,404,19.28,0,63174,46.0,0,1346.88
ANSL_68048,2018-07-02 00:00:00,2018-11-22 18:48:00,1.0,18,0.93,13.2,0,1,0.0,1,143 days 18:48:00.000000000,143,18.8,0,68048,93.0,0,1227.6
ANSL_56862,2011-03-28 00:00:00,2018-12-12 13:37:00,0.0,2,0.83,34.97,0,1,1.0,1,2816 days 13:37:00.000000000,2816,13.62,0,56862,83.0,0,2902.5099999999998
ANSL_68112,2007-02-21 00:00:00,2018-02-17 17:03:00,0.0,2,0.14,27.27,0,7,1.0,2,4014 days 17:03:00.000000000,4014,17.05,0,68112,14.000000000000002,0,381.78000000000003
ANSL_60908,2014-06-05 00:00:00,2017-03-18 00:00:00,1.0,2,0.52,14.87,13,9,0.0,2,1017 days 00:00:00.000000000,1017,0.0,0,60908,52.0,117,773.24
ANSL_69275,2016-07-18 00:00:00,2017-02-13 18:43:00,0.0,2,0.02,40.57,0,1,1.0,2,210 days 18:43:00.000000000,210,18.72,0,69275,2.0,0,81.14
ANSL_72256,2015-04-28 00:00:00,2017-05-23 17:14:00,1.0,16,0.31,34.39,0,1,0.0,2,756 days 17:14:00.000000000,756,17.23,0,72256,31.0,0,1066.09
ANSL_52817,2015-03-02 00:00:00,2016-11-15 17:02:00,1.0,7,0.85,49.75,0,7,0.0,2,624 days 17:02:00.000000000,624,17.03,0,52817,85.0,0,4228.75
ANSL_67203,2014-12-25 00:00:00,2019-01-26 15:28:00,0.0,2,0.49,23.7,13,9,1.0,2,1493 days 15:28:00.000000000,1493,15.47,0,67203,49.0,117,1161.3
ANSL_69205,2011-09-08 00:00:00,2017-10-11 18:36:00,1.0,2,0.32,28.47,0,7,0.0,2,2225 days 18:36:00.000000000,2225,18.6,0,69205,32.0,0,911.04
ANSL_75067,2014-05-26 00:00:00,2018-06-16 14:35:00,-1.0,2,0.85,30.97,11,4,2.0,4,1482 days 14:35:00.000000000,1482,14.58,1,75067,85.0,44,2632.45
ANSL_76130,2018-07-31 00:00:00,2019-04-25 17:31:00,1.0,53,0.06,7.37,0,1,0.0,2,268 days 17:31:00.000000000,268,17.52,0,76130,6.0,0,44.22
ANSL_72370,2017-12-06 00:00:00,2018-05-15 15:47:00,1.0,2,0.35,18.12,0,1,0.0,1,160 days 15:47:00.000000000,160,15.78,0,72370,35.0,0,634.2
ANSL_64425,2016-01-20 00:00:00,2017-02-13 11:34:00,1.0,15,0.99,31.85,0,7,0.0,2,390 days 11:34:00.000000000,390,11.57,0,64425,99.0,0,3153.15
ANSL_66348,2017-07-27 00:00:00,2017-09-18 08:27:00,-1.0,40,0.73,17.75,15,4,2.0,4,53 days 08:27:00.000000000,53,8.45,1,66348,73.0,60,1295.75
ANSL_63820,2017-08-10 00:00:00,2017-11-12 18:27:00,0.0,21,0.61,39.3,0,1,1.0,1,94 days 18:27:00.000000000,94,18.45,0,63820,61.0,0,2397.2999999999997
ANSL_52327,2015-07-22 00:00:00,2017-08-13 10:56:00,2.0,2,0.71,13.96,13,9,1.0,2,753 days 10:56:00.000000000,753,10.93,0,52327,71.0,117,991.1600000000001
ANSL_60778,2018-01-13 00:00:00,2019-02-04 08:00:00,-1.0,15,0.49,43.74,15,4,2.0,4,387 days 08:00:00.000000000,387,8.0,1,60778,49.0,60,2143.26
ANSL_58934,2015-07-25 00:00:00,2018-08-16 11:54:00,1.0,23,0.29,24.54,0,7,0.0,2,1118 days 11:54:00.000000000,1118,11.9,0,58934,28.999999999999996,0,711.6599999999999
ANSL_62778,2018-08-31 00:00:00,2018-12-06 09:54:00,0.0,7,0.1,41.75,0,1,1.0,2,97 days 09:54:00.000000000,97,9.9,0,62778,10.0,0,417.5
ANSL_73123,2016-11-13 00:00:00,2017-12-09 14:21:00,1.0,15,0.78,45.75,0,7,0.0,2,391 days 14:21:00.000000000,391,14.35,0,73123,78.0,0,3568.5
ANSL_51277,2018-04-05 00:00:00,2018-12-03 17:41:00,1.0,48,0.93,22.28,0,1,0.0,2,242 days 17:41:00.000000000,242,17.68,0,51277,93.0,0,2072.04
ANSL_72833,2018-06-05 00:00:00,2018-08-23 15:36:00,1.0,38,0.88,30.02,7,1,0.0,1,79 days 15:36:00.000000000,79,15.6,0,72833,88.0,7,2641.7599999999998
ANSL_73032,2017-07-05 00:00:00,2017-09-30 13:33:00,1.0,16,0.18,5.26,0,1,0.0,2,87 days 13:33:00.000000000,87,13.55,0,73032,18.0,0,94.67999999999999
ANSL_73334,2015-09-13 00:00:00,2017-10-09 09:29:00,2.0,53,0.97,14.37,0,7,0.0,2,757 days 09:29:00.000000000,757,9.48,0,73334,97.0,0,1393.8899999999999
ANSL_73672,2017-12-08 00:00:00,2018-12-29 09:18:00,2.0,30,0.12,25.61,15,4,1.0,4,386 days 09:18:00.000000000,386,9.3,0,73672,12.0,60,307.32
ANSL_67316,2018-07-20 00:00:00,2018-11-11 17:39:00,0.0,21,0.74,30.91,0,1,1.0,1,114 days 17:39:00.000000000,114,17.65,0,67316,74.0,0,2287.34
ANSL_75677,2016-10-31 00:00:00,2019-04-15 11:27:00,1.0,48,0.87,23.08,0,7,0.0,2,896 days 11:27:00.000000000,896,11.45,0,75677,87.0,0,2007.9599999999998
ANSL_55473,2012-01-07 00:00:00,2018-04-03 16:53:00,0.0,48,0.98,24.23,0,1,1.0,2,2278 days 16:53:00.000000000,2278,16.88,0,55473,98.0,0,2374.54
ANSL_55633,2016-07-26 00:00:00,2016-11-27 19:18:00,0.0,49,0.47,18.42,0,1,1.0,1,124 days 19:18:00.000000000,124,19.3,0,55633,47.0,0,865.7400000000001
ANSL_58599,2016-09-16 00:00:00,2016-12-08 18:41:00,0.0,40,0.69,47.33,0,1,1.0,2,83 days 18:41:00.000000000,83,18.68,0,58599,69.0,0,3265.77
ANSL_56846,2016-01-24 00:00:00,2017-02-18 00:00:00,2.0,2,0.07,16.04,13,9,1.0,2,391 days 00:00:00.000000000,391,0.0,0,56846,7.000000000000001,117,112.28000000000002
ANSL_70289,2015-01-22 00:00:00,2017-05-10 13:07:00,0.0,15,0.4,8.1,0,1,1.0,2,839 days 13:07:00.000000000,839,13.12,0,70289,40.0,0,324.0
ANSL_70535,2018-08-01 00:00:00,2018-10-23 22:11:00,1.0,18,0.06,29.95,0,1,0.0,1,83 days 22:11:00.000000000,83,22.18,0,70535,6.0,0,179.7
ANSL_66332,2016-06-29 00:00:00,2017-01-20 09:00:00,1.0,18,0.65,13.67,16,9,0.0,1,205 days 09:00:00.000000000,205,9.0,0,66332,65.0,144,888.55
ANSL_58010,2016-07-31 00:00:00,2016-09-18 17:25:00,2.0,40,0.6,20.63,13,9,1.0,2,49 days 17:25:00.000000000,49,17.42,0,58010,60.0,117,1237.8
ANSL_63782,2017-08-14 00:00:00,2017-11-27 15:11:00,1.0,2,0.72,22.41,0,1,0.0,1,105 days 15:11:00.000000000,105,15.18,0,63782,72.0,0,1613.52
ANSL_68187,2016-09-27 00:00:00,2018-05-10 14:46:00,0.0,21,0.72,49.64,0,1,1.0,1,590 days 14:46:00.000000000,590,14.77,0,68187,72.0,0,3574.08
ANSL_66430,2016-07-19 00:00:00,2017-08-17 15:46:00,1.0,18,0.18,37.6,0,1,0.0,1,394 days 15:46:00.000000000,394,15.77,0,66430,18.0,0,676.8000000000001
ANSL_71881,2017-07-23 00:00:00,2017-10-30 18:08:00,1.0,18,0.9,21.65,0,1,0.0,1,99 days 18:08:00.000000000,99,18.13,0,71881,90.0,0,1948.4999999999998
ANSL_70460,2017-03-19 00:00:00,2017-12-13 10:38:00,2.0,15,0.73,33.33,0,1,0.0,4,269 days 10:38:00.000000000,269,10.63,0,70460,73.0,0,2433.0899999999997
ANSL_65985,2017-10-23 00:00:00,2018-03-12 11:42:00,0.0,2,0.12,38.89,7,1,1.0,1,140 days 11:42:00.000000000,140,11.7,0,65985,12.0,7,466.68
ANSL_52548,2016-01-29 00:00:00,2018-02-21 17:09:00,2.0,54,0.09,9.89,0,7,1.0,2,754 days 17:09:00.000000000,754,17.15,0,52548,9.0,0,89.01
ANSL_76030,2014-12-02 00:00:00,2019-04-15 16:13:00,1.0,53,0.12,44.1,0,1,0.0,2,1595 days 16:13:00.000000000,1595,16.22,0,76030,12.0,0,529.2
ANSL_72832,2016-10-25 00:00:00,2017-11-29 18:03:00,1.0,2,0.99,42.56,0,1,0.0,2,400 days 18:03:00.000000000,400,18.05,0,72832,99.0,0,4213.4400000000005
ANSL_75876,2016-03-20 00:00:00,2019-04-20 10:52:00,1.0,15,0.56,44.89,13,9,0.0,2,1126 days 10:52:00.000000000,1126,10.87,0,75876,56.00000000000001,117,2513.84
ANSL_68598,2013-09-10 00:00:00,2016-10-03 11:07:00,1.0,16,0.39,25.31,0,7,0.0,2,1119 days 11:07:00.000000000,1119,11.12,0,68598,39.0,0,987.0899999999999
ANSL_64247,2018-12-03 00:00:00,2018-12-30 14:47:00,2.0,31,0.18,20.54,13,9,0.0,1,27 days 14:47:00.000000000,27,14.78,0,64247,18.0,117,369.71999999999997
ANSL_56069,2016-04-27 00:00:00,2016-08-17 14:44:00,2.0,2,0.42,35.52,13,9,0.0,2,112 days 14:44:00.000000000,112,14.73,0,56069,42.0,117,1491.8400000000001
ANSL_70343,2018-06-28 00:00:00,2018-11-19 08:11:00,-1.0,2,0.25,27.57,15,4,2.0,4,144 days 08:11:00.000000000,144,8.18,1,70343,25.0,60,689.25
ANSL_54281,2014-05-14 00:00:00,2017-06-16 17:33:00,0.0,7,0.82,17.69,0,7,1.0,2,1129 days 17:33:00.000000000,1129,17.55,0,54281,82.0,0,1450.5800000000002
ANSL_71343,2015-08-30 00:00:00,2016-09-30 12:20:00,0.0,48,0.87,30.59,0,1,1.0,2,397 days 12:20:00.000000000,397,12.33,0,71343,87.0,0,2661.33
ANSL_50938,2015-08-24 00:00:00,2017-12-07 16:52:00,1.0,2,0.79,22.0,0,1,0.0,1,836 days 16:52:00.000000000,836,16.87,0,50938,79.0,0,1738.0
ANSL_52315,2017-02-13 00:00:00,2017-05-23 13:05:00,0.0,53,0.25,9.65,7,1,1.0,2,99 days 13:05:00.000000000,99,13.08,0,52315,25.0,7,241.25
ANSL_62779,2015-03-19 00:00:00,2017-05-26 16:09:00,1.0,16,0.45,35.1,1,4,0.0,2,799 days 16:09:00.000000000,799,16.15,0,62779,45.0,4,1579.5
ANSL_60178,2016-09-27 00:00:00,2016-11-10 14:42:00,2.0,53,0.1,11.06,13,9,1.0,2,44 days 14:42:00.000000000,44,14.7,0,60178,10.0,117,110.60000000000001
ANSL_69759,2015-05-07 00:00:00,2017-05-27 15:03:00,-1.0,30,0.87,27.69,18,4,2.0,4,751 days 15:03:00.000000000,751,15.05,1,69759,87.0,72,2409.03
ANSL_58537,2012-11-06 00:00:00,2016-12-18 16:43:00,0.0,53,0.65,29.83,0,1,1.0,2,1503 days 16:43:00.000000000,1503,16.72,0,58537,65.0,0,1938.9499999999998
ANSL_75946,2017-10-15 00:00:00,2019-04-16 11:41:00,0.0,7,0.6,21.2,0,7,1.0,2,548 days 11:41:00.000000000,548,11.68,0,75946,60.0,0,1272.0
ANSL_68160,2015-03-27 00:00:00,2017-05-24 18:08:00,1.0,7,0.95,17.97,0,1,0.0,2,789 days 18:08:00.000000000,789,18.13,0,68160,95.0,0,1707.1499999999999
ANSL_62213,2013-04-18 00:00:00,2016-09-06 17:55:00,0.0,2,0.22,19.69,0,7,1.0,2,1237 days 17:55:00.000000000,1237,17.92,0,62213,22.0,0,433.18
ANSL_64911,2017-01-24 00:00:00,2018-03-21 16:20:00,1.0,48,0.97,36.93,0,1,0.0,2,421 days 16:20:00.000000000,421,16.33,0,64911,97.0,0,3582.21
ANSL_61189,2015-05-22 00:00:00,2017-06-15 17:31:00,0.0,40,0.65,35.94,0,7,1.0,2,755 days 17:31:00.000000000,755,17.52,0,61189,65.0,0,2336.1
ANSL_50251,2005-08-25 00:00:00,2016-09-16 16:26:00,0.0,25,0.37,31.9,0,7,1.0,2,4040 days 16:26:00.000000000,4040,16.43,0,50251,37.0,0,1180.3
ANSL_57799,2017-12-07 00:00:00,2018-05-27 13:37:00,2.0,53,0.69,33.32,13,9,0.0,2,171 days 13:37:00.000000000,171,13.62,0,57799,69.0,117,2299.08
ANSL_66943,2011-09-19 00:00:00,2017-04-05 13:41:00,1.0,48,0.8,16.74,0,7,0.0,2,2025 days 13:41:00.000000000,2025,13.68,0,66943,80.0,0,1339.1999999999998
ANSL_55561,2013-06-25 00:00:00,2016-07-21 09:43:00,-1.0,2,0.17,41.43,18,4,2.0,4,1122 days 09:43:00.000000000,1122,9.72,1,55561,17.0,72,704.31
ANSL_67864,2015-04-30 00:00:00,2017-01-26 08:12:00,1.0,2,0.6,31.71,7,1,0.0,2,637 days 08:12:00.000000000,637,8.2,0,67864,60.0,7,1902.6000000000001
ANSL_75746,2013-11-30 00:00:00,2015-05-10 18:51:00,1.0,52,0.32,13.38,0,7,0.0,2,526 days 18:51:00.000000000,526,18.85,0,75746,32.0,0,428.16
ANSL_60757,2003-09-03 00:00:00,2017-09-24 18:27:00,0.0,2,0.59,8.41,0,7,1.0,2,5135 days 18:27:00.000000000,5135,18.45,0,60757,59.0,0,496.19
ANSL_58019,2015-07-11 00:00:00,2017-11-15 14:15:00,1.0,7,0.29,25.47,0,1,0.0,1,858 days 14:15:00.000000000,858,14.25,0,58019,28.999999999999996,0,738.6299999999999
ANSL_62631,2017-02-22 00:00:00,2017-06-16 19:09:00,2.0,2,0.31,13.69,18,4,0.0,2,114 days 19:09:00.000000000,114,19.15,0,62631,31.0,72,424.39
ANSL_53057,2016-05-05 00:00:00,2017-03-29 14:21:00,0.0,36,0.71,23.86,0,7,1.0,1,328 days 14:21:00.000000000,328,14.35,0,53057,71.0,0,1694.06
ANSL_74188,2016-09-10 00:00:00,2016-12-04 16:11:00,2.0,2,0.93,47.59,9,2,1.0,1,85 days 16:11:00.000000000,85,16.18,0,74188,93.0,18,4425.87
